book_slug,count
32908269-little-monsters,1
42358985-genuine-fraud,1
40139216-a-crystal-of-time,1
36590488-bonus-keefe-story,1
57169243-where-the-crawdads-sing,1
39939266-josh-and-hazel-s-guide-to-not-dating,1
48932520-wonder-woman,1
56274428-finale,1
58977856-stellarlune,1
51809186-the-unhoneymooners,1
43362869-temptation-s-darling,1
52781202-star-daughter,1
56945614-a-touch-of-darkness,1
56394467-horrid,1
53445349-the-ballad-of-songbirds-and-snakes,1
53138253-a-vow-so-bold-and-deadly,1
55712719-better-than-the-movies,1
57312229-a-touch-of-ruin,1
55855416-the-ex-talk,1
50706476-dearly,1
54332929-it-happened-one-summer,1
60814431-twisted-games,1
60320890-everyone-hates-kelsie-miller,1
58310915-hook-line-and-sinker,1
156427339-terms-and-conditions,1
62018664-yellowface,1
62921430-the-brothers-hawthorne,1
203664018-spectacular,1
22676088-peter-pan,1
53419050-1984,1
13428290-the-5-love-languages,1
57526478-the-duke-and-i,1
38894949-ishmael,1
80244.Bernice_Bobs_Her_Hair,1
54550638-the-umbrella-academy-vol-1,1
7806720-the-lion-the-witch-and-the-wardrobe-the-chronicles-of-narnia-2,1
7863658-clockwork-angel,1
13547092-city-of-fallen-angels,1
15992916-dash-lily-s-book-of-dares,1
34445898-throne-of-glass,1
57945634-to-sir-phillip-with-love,1
30627258-destroy-me,1
44676678-if-he-had-been-with-me,1
20736424-ugly-love,1
33931240-everything-everything,1
32792510-three-dark-crowns,1
58953634-the-score,1
25953369-hidden-figures,1
42052053-before-the-devil-breaks-you,1
43822033-flashback,1
42647640-alice-s-adventures-in-wonderland,1
40491131-emergency-contact,1
36589845-two-dark-reigns,1
44572984-archenemies,1
36589833-what-if-it-s-us,1
44280868-all-the-stars-and-teeth,1
40032369-we-can-t-keep-meeting-like-this,1
43822791-legacy,1
54658563-one-of-us-is-next,1
43118158-get-a-life-chloe-brown,1
50069646-the-upside-of-falling,1
54304141-in-five-years,1
57144693-dating-dr-dil,1
56442293-the-hawthorne-legacy,1
51975973-only-when-it-s-us,1
31450182-bloodchild,1
60007048-the-dare,1
54209703-himagus,1
55337054-all-of-our-demise,1
61138259-twisted-love,1
60618028-twisted-hate,1
58953656-the-legacy,1
77267202-the-fine-print,1
59586261-family-of-liars,1
60139508-below-zero,1
60139469-stuck-with-you,1
60104949-under-one-roof,1
111172922-wildfire,1
216746174-glorious-rivals,1
46264133-looking-for-alaska,1
40681319-the-summer-i-turned-pretty,1
42434422-good-wives,1
30422596-city-of-lost-souls,1
16126252-unravel-me,1
18599877-the-one,1
20871378-bully,1
55135287-bound-by-honor,1
48584719-the-king-of-crows,1
36373531-when-dimple-met-rishi,1
33634559-one-dark-throne,1
60870253-the-mindf-ck-series,1
48761568-wilder-girls,1
48589444-we-free-the-stars,1
51149677-the-wives,1
44013179-the-play,1
51323393-unlocked,1
52737423-layla,1
60216196-the-american-roommate-experiment,1
61048228-every-summer-after,1
205913.When_Panic_Attacks,1
42434420-jo-s-boys,1
1027539.Love_at_Goon_Park,1
733410.African_American_Literature,1
50885244-the-handmaid-s-tale,1
56465.The_Gift_of_Fear,1
44184.Monster,1
349566.Hamlet,1
2878073-frindle,1
76171.We,1
42434421-little-men,1
166177.Sanditon,1
43541482-moby-dick,1
6334889-gone,1
43542591-sense-and-sensibility,1
13356707-the-two-towers,1
13356708-the-return-of-the-king,1
42938966-treasure-island,1
6740643-northanger-abbey,1
25987480-allegiant,1
28634234-the-jungle-book,1
17899356-days-of-blood-and-starlight,1
23731820-dreams-of-gods-monsters,1
18655998-the-goldfinch,1
18655355-stone-rider,1
34001683-and-i-darken,1
30312818-we-are-the-ants,1
25330108-freedom-is-a-constant-struggle,1
44641281-bridge-of-clay,1
25776197-til-death-do-us-part,1
26891408-the-goldfish-boy,1
41181595-wonder-woman,1
41181596-batman,1
50743712-superman,1
42854896-catwoman,1
34020373-my-not-so-perfect-life,1
32333055-saints-and-misfits,1
32940857-worlds-collide,1
33395234-beasts-made-of-night,1
36432369-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions,1
33795874-things-i-m-seeing-without-you,1
45872054-the-kingdom-of-back,1
44889980-infinity-son,1
42972989-seafire,1
41154263-onyx-ivory,1
52220067-on-the-come-up-collector-s-edition,1
46207663-once-future,1
36544614-dear-america,1
55891273-white-ivy,1
37789701-what-you-hide,1
48704203-wicked-fox,1
52345987-all-the-tides-of-fate,1
41398739-blade-breaker,1
8461468-ostre-przedmioty,1
7742130-ptasiek,1
8521260-ruiny-gorlanu,1
8480007-koniec-ko-c-w,1
7617211-gabinet-gad-w,1
23626076-zaginiony-wiat,1
36552685-lolita,1
40496400-ma-a-ksi-niczka,1
6512460-m-czy-ni-kt-rzy-nienawidz-kobiet,1
1728080.Agent_Fundacji,1
34832778-strasznie-g-o-no-niesamowicie-blisko,1
11687579-pippi-po-czoszanka,1
2094717.159_Wierszy,1
8480385-zjezdne-zbocze,1
23592346-ostatnie-yczenie,1
8587345-szkodliwy-szpital,1
54968982-na-zachodzie-bez-zmian,1
33002251-chirurg,1
5979622-charlie-i-fabryka-czekolady,1
20525362-czas-ycia-i-czas-mierci,1
44027727-cie-wiatru,1
40535842-gra-anio-a,1
40872422-ch-opiec-z-latawcem,1
188853393-droga,1
25781857-jurassic-park-park-jurajski,1
5965858-bracia-karamazow,1
18131827-opowie-ci-z-narnii-tom-i,1
5895010-karolcia,1
7631356-w-pier-cieniu-ognia,1
13008100-wiatu-nie-mamy-czego-zazdro-ci-zwyczajne-losy-mieszka-c-w-korei-p-no,1
8521282-p-on-cy-most,1
8521307-bitwa-o-skandi,1
8521319-czarnoksi-nik-z-p-nocy,1
8521324-obl-enie-macindaw,1
31818551-dziewczyna-kt-ra-igra-a-z-ogniem,1
15838683-cesarz-nihon-ja,1
31439060-ucho-dynia-sto-dwadzie-cia-pi,1
30300516-nagle-pukanie-do-drzwi,1
17229155-znak-ateny,1
38328081-koniec-mierci,1
29488776-pasa-er-23,1
35037522-hrabia-monte-christo-cz-1,1
55063425-ksi-ga-bezimiennej-akuszerki,1
36356562-mroczna-materia,1
31912730-poeta-stra-nik-i-wi-zie,1
40919134-do-zobaczenia-w-kosmosie,1
39809258-marina-abramovi-pokona-mur-wspomnienia,1
35393452-kosiarze,1
30632979-harda,1
35141446-labirynt-duch-w,1
52700110-w-oski-nauczyciel,1
56321271-za-mroczn-rzek-jak-przetrwa-em-piek-o-korei-p-nocnej,1
36192058-rdza,1
46033428-ch-opiec-z-ostatniej-awki,1
55219911-republika-smoka,1
56129578-migracje,1
54150360-dinozaury-odkryte-na-nowo-jak-rewolucja-naukowa-rewiduje-histori,1
53416676-folwark-zwierz-cy,1
52712625-miedziaki,1
51650431-moja-mroczna-vanesso,1
57577904-jedyny-samolot-na-niebie-historia-m-wiona-zamach-w-z-11-wrze-nia,1
44647518-27-mierci-toby-ego-obeda,1
57507278-p-on-cy-b-g,1
58254779-shuggie-bain,1
51332172-horyzont,1
48660340-niegrzeczne-historie-dzieci-z-adhd-autyzmem-i-zespo-em-aspergera,1
56118964-wrony,1
50264184-hej-dziewczyno,1
217223551-z-ota-klatka,1
53792379-ptaki-dziwaki,1
60386536-co-po-era-wszech-wiat-i-inne-zagadki-kosmosu,1
123727520-nie-to-miejsce-nie-ten-czas,1
58683978-pustynny-ksi-ksi-ga-i,1
209821428-krwawy-kobalt-o-tym-jak-krew-kongijczyk-w-zasila-nasz-codzienno,1
102191696-legendy-i-latte,1
198541402-pomoc-domowa,1
233205610-gniew-bog-w,1
209343406-cier,1
2359419.Dzieci_z_Bullerbyn,1
57324996-kurtyna,1
40964711-w-pogoni-za-rozumem,1
35531719-zielona-mila,1
34670638-milczenie-owiec,1
15763106-wrota-czasu,1
48747172-obcy,1
55248153-obcy,1
10282051-morze-potwor-w,1
57139226-rebeka,1
209588017-carmilla,1
221794465-przypowie-o-siewcy,1
7693756-marker,1
1728083.Druga_Fundacja,1
23592295-wie-a-jask-ki,1
41724019-ci-niewiarygodni-inkowie,1
1728258.Pozytonowy_detektyw,1
25571371-zatracenie,1
54569109-per-a,1
18176360-sekret-lucindy,1
57106075-niez-omny-legendarna-wyprawa-shackletona-i-statku-endurance-na-antarkty,1
8213222-akademia-wampir-w,1
205093510-gdy-le-konaj-c,1
1728076.Fundacja_i_Ziemia,1
2427125.Smok_Jego_Kr_lewskiej_Mo_ci,1
201599172-dziennik-z-podr-y-do-rosji,1
5995600-antykwariat-ze-starymi-mapami,1
6516217-malowany-ptak,1
8480244-przedostatnia-pu-apka,1
46012879-z-odziejka-ksi-ek,1
59968925-kompleks-portnoya,1
58590071-obcy-3,1
42860051-czerwony-smok,1
34849764-przerwana-lekcja-muzyki,1
44588119-ostrze,1
8480027-krwio-erczy-karnawa,1
7742213-wie-ci,1
52321507-ksi-garz-z-kabulu,1
415459.I_Have_No_Mouth_I_Must_Scream,1
13605992-amy-numer-siedem,1
7795892-przewodnik-terenowy,1
21514178-wiat-zaginiony,1
58761850-w-ukryciu,1
12564361-front-burzowy,1
37841420-siedem-lat-w-tybecie,1
8479497-gro-na-grota,1
8480344-winda-widmo,1
6234017-ogromne-okno,1
17304064-w-u-amku-sekundy,1
216159423-poison-study,1
123003931-miech-w-ciemno-ci,1
13341441-wyspa-skaza-c-w,1
11289498-jutro-nie-ma-ju-adnych-zasad,1
39128626-451-fahrenheita,1
10546286-chemia-mierci,1
6508194-mama-kaza-a-mi-chorowa,1
43834076-szklany-klosz,1
23438741-ksi-niczka-z-lodu,1
10388296-noc-w-lizbonie,1
50754828-zorza-polarna,1
49592582-delikatny-n,1
169769187-wiat-o-w-sierpniu,1
18176466-elazne-drzewo,1
1692524.Akademia_Pana_Kleksa,1
1728253.Fundacja_i_Imperium,1
11093954-cz-owiek-bez-psa,1
51096730-ja-robot,1
40785868-sputnik-sweetheart,1
57429619-b-kitna-kropka-cz-owiek-i-jego-przysz-o-w-kosmosie,1
26813344-wszystko-za-everest,1
30363059-naga-g-ra,1
29558669-portret-doriana-graya,1
23592243-krew-elf-w,1
23592257-czas-pogardy,1
23592334-miecz-przeznaczenia,1
7556112-marina,1
29283297-prawiek-i-inne-czasy,1
1905025.Granica,1
13512256-bajki-robot-w,1
55679629-szafa,1
32313426-zagubiony-autobus,1
25384398-z-ota-czara,1
19308.Pippi_Goes_on_Board,1
6477972-lot-nad-kuku-czym-gniazdem,1
6107022-paradyzja,1
40718262-gildia-magow-trylogia-czarnego-maga-ksiega-1,1
6452466-wielki-mistrz,1
15723008-ba-niob-r,1
33806059-grzesznik,1
30073600-plaga-cieni,1
2151148.Balladyna,1
2161329.Profesor_Wilczur,1
42932284-zapisane-w-ko-ciach,1
7795790-kamienne-oko,1
61869709-kozio-ofiarny,1
22775242-morderstwo-w-orient-expressie,1
277189.The_Spiderwick_Chronicles,1
10844848-bitwa-w-labiryncie,1
277187.Arthur_Spiderwick_s_Field_Guide_to_the_Fantastical_World_Around_You,1
35012949-mumia,1
6363219-imi-wiatru,1
4409520-szelmostwa-niegrzecznej-dziewczynki,1
12742928-p-s-kocham-ci,1
2748924-witaj-karolciu,1
6530628-igrzyska-mierci,1
25830126-bohater-wiek-w,1
35964828-ostatnie-dziecko,1
1126624.Harry_Potter_i_Zakon_Feniksa,1
9113163-okup-za-eraka,1
18075457-grona-gniewu,1
7665682-norwegian-wood,1
5929499-harry-potter-i-insygnia-mierci,1
25730223-i-nie-by-o-ju-nikogo,1
1728275.Narodziny_Fundacji,1
6339105-wyspa-masek,1
6110042-dom-luster,1
40664208-dziennik-bridget-jones,1
6402779-miasto-lepc-w,1
12386062-misery,1
60637190-wybra-cy,1
51039622-psychoza,1
35224000-sto-lat-samotno-ci,1
60713695-obcy,1
6473490-z-odziej-pioruna,1
13564389-przemin-o-z-wiatrem,1
7786220-mesjasz-diuny,1
33390803-bia-e-noce,1
205749132-wyznania,1
4364429-13-anio,1
23435154-niezno-na-lekko-bytu,1
205428435-wr-g,1
1811146.Harry_Potter_i_Kamie_Filozoficzny,1
23717214-kr-lewski-skrytob-jca,1
11358681-lew-czarownica-i-stara-szafa,1
34146199-frankenstein,1
12465764-szepty-zmar-ych,1
60397794-s-siad,1
61368520-columbine-masakra-w-ameryka-skim-liceum,1
57618075-wszystkie-bo-e-dzieci-ta-cz,1
6106976-wyj-cie-z-cienia,1
13423696-wi-zie-labiryntu,1
13445411-pierwszy-klucz,1
8180094-pi-kne-istoty,1
55357947-bitterblue,1
11833860-czerwie-rubinu,1
11440474-szeptem,1
18751927-halt-w-niebezpiecze-stwie,1
31437256-nawa-nica-mieczy-krew-i-z-oto,1
8521299-ziemia-skuta-lodem,1
11338113-kr-lowie-clonmelu,1
6448643-r-e-cmentarne,1
6448646-aleja-samob-jc-w,1
6494437-ca-a-prawda-o-planecie-ksi-drugie-spojrzenie-na-planet-ksi,1
13445424-ukryte-miasto,1
15752161-b-kit-szafiru,1
15755028-kl-twa-tygrysa,1
10611034-czerwona-piramida,1
9452482-kosog-os,1
13665016-ziele-szmaragdu,1
15774720-mistrz-piorun-w,1
18248810-szklany-tron,1
12465782-wo-anie-grobu,1
31818580-zamek-z-piasku-kt-ry-run,1
33516799-rozdarci,1
24578099-zaginiona-dziewczyna,1
22703102-mara-dyer-tajemnica,1
56137194-uton-a,1
30437132-ognisty-tron,1
9521860-ja-diablica,1
41724683-saga-sigrun,1
15845940-dwukrotna-mier-daniela-hayesa,1
27853406-stop-prawa,1
39846815-d-ozef,1
218482217-nie-miertelne-zasady,1
30375128-odprysk,1
50895068-wojna-nie-ma-w-sobie-nic-z-kobiety,1
13284831-kr-lewska-krew-wie-a-elf-w,1
58785866-planeta-wirus-w-czy-wirusy-steruj-yciem-na-ziemi,1
19010927-zaginione-historie,1
18049851-magiczna-gondola,1
18333371-cie-w-a,1
62892822-z-ap-mnie,1
40889367-ucieczka-na-szczyt-rutkiewicz-wielicki-kurtyka-kukuczka,1
40197356-wojna-kalibana,1
41021373-wrota-abaddona,1
228236115-unsouled,1
209723777-mara-dyer-przemiana,1
55677200-winter,1
66701662-smocze-proroctwo,1
61668346-geniusz,1
42871337-sapiens-od-zwierz-t-do-bog-w,1
56120300-szmaragdowa-tablica,1
63142883-patriota,1
51138403-z-odziej-dusz,1
22011325-pielgrzym,1
22052758-szum,1
40801627-malowany-cz-owiek-ksi-ga-i,1
60397095-siedem-lat-ciemno-ci,1
27855845-zaginiona-sukcesorka,1
15824506-ja-pot-piona,1
20647397-korona-w-mroku,1
41013501-wie-a-koronna,1
36759475-ukryte-kr-lestwo,1
16108715-kruchy-l-d-dziennikarze-na-wojnie,1
40872424-i-g-ry-odpowiedzia-y-echem,1
21408510-kr-lewski-zwiadowca,1
41013736-r-a-i-cier,1
83528723-jestem-g-d,1
22535380-syn,1
35239516-z-otowidz-ca-ucieczka,1
61929165-b-dny-rycerz,1
63332803-nikt-nie-odpisuje,1
60898915-epoka-mitu,1
36759517-mroczny-sekret,1
52390857-mo-e-morze-wr-ci,1
23156144-bunt,1
229278890-undivived,1
60435033-upie-cy-niebios,1
173261041-epoka-mieczy,1
196310679-epoka-wojny,1
75352775-g-bia-challengera,1
170266329-p-kr-la,1
34321848-problem-trzech-cia,1
6558833-malowany-cz-owiek-ksi-ga-ii,1
42262336-gor-czka-ciboli,1
33006323-pi-ta-pora-roku,1
39084718-najja-niejsza-noc,1
227930224-bez-serca-heartless,1
201338507-znachor,1
23574361-grzeczna-dziewczynka,1
76625707-nimona,1
25500267-co-nas-nie-zabije,1
28466702-stacja-jedena-cie,1
27323790-imperium-ognia,1
60392089-p-o-dla-mnie,1
51327415-nie-ma-kto-pisa-do-pu-kownika,1
181790124-p-wiata,1
21849368-mroki,1
46008006-s-owik,1
1811117.Harry_Potter_i_Ksi_P_krwi,1
22317655-poch-aniacz,1
193507237-p-wojny,1
11881004-ja-anielica,1
22738200-bia-e-zimna-wyspa-spitsbergen,1
56563579-cie-utraconego-wiata,1
53073612-ta-druga,1
44698381-gry-nemezis,1
35432446-ciemny-las,1
23172506-wi-cej-czerwieni,1
32574913-pi-cy-giganci,1
58910474-echo-przysz-ych-wypadk-w,1
36002818-nibynoc,1
54609989-bez-wit,1
61865326-w-ciemnym-mrocznym-lesie,1
54135499-alicja,1
57596722-gadka-w-sze-dziesi-t-j-zyk-w-dooko-a-europy,1
60457677-koniec-zimy,1
56679569-m-czy-ni-bez-kobiet,1
181252299-ten-kt-rego-szukam,1
28941144-dziewczyna-z-rewolwerem,1
56673483-i-nie-yli-d-ugo-i-szcz-liwie-najgorsze-rozstania-w-historii,1
40174897-podr-e-po-ludzkim-ciele,1
24448535-kasacja,1
24921128-nie-przeprosz-e-urodzi-am-historie-rodzin-z-in-vitro,1
25092935-trzydziesta-pierwsza,1
39860989-listy-do-utraconej,1
54570876-pocz-tek,1
35427208-pochodnia-w-mroku,1
36109341-jeszcze-jeden-oddech,1
62967025-znajd-j,1
25653216-z-jednym-wyj-tkiem,1
60457688-ucieczka-gro-by,1
25781338-zagini-cie,1
60868126-caraval,1
29616571-historia-pszcz,1
25919262-utopce,1
26631954-kr-lowe-salon-w-ii-rp,1
63032099-siedmiu-m-w-evelyn-hugo,1
26943895-dygot,1
40522791-mo-e-pora-z-tym-sko-czy,1
33623270-dzie-dobry-p-nocy,1
123839899-po-oga,1
27423323-askun,1
49513110-pie-syreny,1
31846711-terror,1
199027297-kobieta-z-kabiny-dziesi-tej,1
40745757-kolej-podziemna-czarna-krew-ameryki,1
53484509-gniew-tiamat,1
59734742-upadek-lewiatana,1
34735879-the-call-wezwanie,1
75426448-arystoteles-i-dante-przepadaj-w-toni-ycia,1
43300338-nasz-ostatni-dzie,1
29505588-enklawa,1
56318954-t-sknota-za-innym-wiatem,1
30126481-dom-czwarty,1
43170427-geekerella,1
34002299-duchowe-ycie-zwierz-t,1
42082002-kr-lowie-wyldu,1
34107054-mitologia-nordycka,1
43991167-dziewczyna-z-konbini,1
56137183-zabierz-mnie-do-domu,1
31351102-dzieci-norwegii-o-pa-stwie-nad-opieku-czym,1
31378224-behawiorysta,1
45176499-co-o-mnie-wiesz,1
32193199-kr-lowa,1
219229136-gra-k-amstw,1
45844617-znikni-cie-c-rki-wintera,1
56242402-rozmowy-z-przyjaci-mi,1
32192073-lady,1
36317147-czasami-k-ami,1
58031965-miasto-mosi-dzu,1
32853129-dlaczego-nie-poczeka-a,1
51928538-blizna,1
33012577-wotum-nieufno-ci,1
56551592-ksi-ga-etty,1
51632591-uwolniona-jak-wykszta-cenie-odmieni-o-moje-ycie,1
216007067-smoczy-mrok,1
54610026-gdy-jest-nas-wielu,1
50633152-miasto-nied-wiedzia,1
55320874-nomadland-w-drodze-za-prac,1
57206924-kim-jiyoung-urodzona-w-1982,1
48507082-wyspa-niebieskich-lis-w-legendarna-wyprawa-beringa,1
48660380-honor-opowie-ojca-kt-ry-zabi-w-asn-c-rk,1
113582835-miasto-jadeitu,1
34834217-mali-bogowie-o-znieczulicy-polskich-lekarzy,1
80920841-moje-dni-w-antykwariacie-morisaki,1
50434296-wojna-makowa,1
234713216-szukaj-mnie,1
63506707-odmawiam-my-lenia,1
49552263-wsp-czesna-rodzina,1
59226190-kr-lestwo-miedzi,1
57514468-niewidzialni,1
60229646-blask-ostatecznego-kresu,1
60430600-legion-wspomnie,1
58246859-mier-pani-westaway,1
60690756-po-awiaczka-pere,1
52886508-chata-na-kra-cu-wiata,1
54732750-miech-ma-po-matce-tajemnice-gen-w,1
124934451-tak-w-a-nie-przegrywasz-wojn-czasu,1
43906852-do-gwiazd,1
190910160-cie-kitsune,1
49656952-gdzie-piewaj-raki,1
37496781-granice-marze-o-pa-stwach-nieuznawanych,1
52011567-normalni-ludzie,1
173270590-wojna-o-jadeit,1
58038967-dziedzictwo-krwi,1
38353848-nora,1
44613185-je-eli-b-d-mia-z-y-dzie-kto-dzi-umrze,1
54334644-na-ostrym-ogniu,1
52296293-moja-siostra-morduje-seryjnie,1
40228047-klan-czerwonego-lisa,1
60174172-popro-jeszcze-raz,1
60636912-czarne-s-o-ce,1
99461111-bia-a-ciemno,1
220535687-szafirowy-p-omie,1
41154271-jaclyn-hyde,1
53217218-go-b-i-w,1
49093329-ostatni,1
40053823-mali-bogowie-2-jak-umieraj-polacy,1
55819377-powiem-tylko-raz,1
60449343-czerwona-tygrysica,1
79337224-karmazynowe-rz-dy,1
43385537-kr-tkie-odpowiedzi-na-wielkie-pytania,1
54149980-pod-kluczem,1
61409259-dom-nad-b-kitnym-morzem,1
57587810-krew-i-mi-d,1
51905507-szeptacz,1
40678050-lud-z-grenlandzkiej-wyspy,1
57305801-opowie-podr-cznej-powie-graficzna,1
208539289-psalm-dla-zbudowanych-w-dziczy,1
55847438-wybra-cy,1
61073094-ten-dziwny-wiek,1
54228180-niewidzialne-kobiety-jak-dane-tworz-wiat-skrojony-pod-m-czyzn,1
52458875-wydech,1
41208866-nikt-nie-idzie,1
41461699-cena-niewa-ko-ci-kulisy-lotu-polaka-w-kosmos,1
232911192-ziemianie,1
206811670-dusza-miecza,1
218514690-noc-smoka,1
123177105-reina-roja-czerwona-kr-lowa,1
208539446-modlitwa-za-nie-mia-e-korony-drzew,1
81068508-buntownik,1
57406512-idealna-rodzina,1
58417333-nic-tu-po-was,1
58850339-niebia-ska-rzeka,1
43041814-rodzanice,1
43174230-z-mi-o-ci-to-wsp-czuj-opowie-ci-z-omanu,1
60567037-ukochane-dziecko,1
55811062-listy-od-astrofizyka,1
55461235-wyobra-one-ycie-wyprawa-na-egzoplanety-w-poszukiwaniu-inteligentnych-i,1
60464130-jedno-po-drugim,1
59983210-niespokojni-ludzie,1
53454220-10-minut-i-38-sekund-na-tym-dziwnym-wiecie,1
53449063-kiedy-umr-zjesz-mnie-kocie,1
44048003-pianie-kogut-w-p-acz-ps-w,1
44093847-rozdepta-em-czarnego-kota-przez-przypadek,1
214663658-mali-z-odzieje,1
18142063-opowie-ci-z-narnii-tom-ii,1
59425966-nasze-szcz-liwe-czasy,1
45186142-nie-umieraj-do-jutra,1
58165554-felix-ever-after-na-zawsze-felix,1
59077603-apartament-w-hotelu-wojna-reporta-z-donbasu,1
45437354-bezsennik-czyli-o-czym-dziewczyny-rozmawiaj-noc-karnawa-owy-niewypa,1
58212051-czyste-z-o,1
220436306-papier-kamie-no-yce,1
62128340-nigdy-nigdy-nigdy,1
46268134-nie-zd,1
53727406-doro-li,1
52868257-ballada-ptak-w-i-w-y,1
217973242-dziewczyna-o-mocnym-g-osie,1
60429986-the-inheritance-games,1
52217942-pokazucha-na-gruzi-skich-zasadach,1
51088980-czerwie,1
58739172-niewinny,1
58459753-dobrzy-s-siedzi,1
181560780-blade-of-secrets-po-eracz-sekret-w,1
216837594-asfaltowa-pustynia,1
60860317-pi-cioro-ma-ych-indian,1
199202431-strz-pki-ycia-o-tym-jak-grzyby-tworz-nasz-wiat-zmieniaj-nasz-umys,1
50177005-g-sienica,1
54733361-moja-znikaj-ca-po-owa,1
60122925-akty-desperacji,1
58493707-wr-przed-zmrokiem,1
198960139-napar-z-magii-i-trucizny,1
212373375-jad-z-mroku-i-s-odyczy,1
58128070-wyznanie,1
60495075-a-kiedy-zniknie-pustynia,1
212119180-pr-by-ywio-w,1
56793999-co-m-wi-ko-ci,1
58103282-diuna-powie-graficzna-ksi-ga-1,1
123839924-ja-minowy-tron,1
61844209-dziedzictwo-hawthorne-w,1
50790069-tragedia-na-prze-czy-diat-owa-historia-bez-ko-ca,1
50790209-bezmatek,1
224037160-zdrada-krwi,1
51229085-b-dziesz-siedzie-o-polskim-systemie-niesprawiedliwo-ci,1
123845441-sekretne-ycie-pobo-nych-kobiet,1
60104070-pozorantka,1
42055.Reduced_Shakespeare,1
179631.Complete_Poems,1
291896.The_Misfits,1
15966.The_Female_of_the_Species,1
17646.The_Tent,1
1540810.Dangerous_Laughter,1
2321143.The_High_King,1
311165.Cotillion,1
17647.Negotiating_with_the_Dead,1
246231.Have_His_Carcase,1
36377471-les-miserables,1
3398.Se_or_Vivo_and_the_Coca_Lord,1
31084.The_Other_Boleyn_Girl,1
18839.Orlando,1
5899779-pride-and-prejudice-and-zombies,1
6033525-the-indifferent-stars-above,1
6080337-the-year-of-the-flood,1
6282683-the-lady-in-the-tower,1
7324659-medium-raw,1
13507212-bring-up-the-bodies,1
10356713-in-other-worlds,1
22642472-stone-mattress,1
54860229-the-mirror-the-light,1
65349.Selected_Poems,1
23215469-down-the-rabbit-hole,1
57185348-matrix,1
63249845-the-stolen-coast,1
4135.I_Like_You,1
14606.Edie,1
672492.The_Far_Side_of_the_World,1
19625.This_Is_Not_Chick_Lit,1
1650926.Jewels,1
16172.Desert_Queen,1
44453.Complete_Stories,1
741746.Sex_with_Kings,1
19635.Anagrams,1
93751.Eleanor,1
130002.Strapless,1
133906.The_Collected_Poems,1
137780.The_Writing_Life,1
154969.Imbibe_,1
157929.The_Salt_Eaters,1
158141.Wiseguy,1
164972.Gertrude_Bell,1
103162.Wilderness_Tips,1
141372.Brian_s_Winter,1
945622.Hide_and_Seek,1
292091.The_Good_Spell_Book,1
12914.The_Aeneid,1
3077.The_Enchanted_April,1
415565.Risking_Everything,1
424685.Shakespeare_the_Playwright,1
465639.Fatal_Treasure,1
153875.Queen_Margot,1
50536.Bluebeard_s_Egg,1
500463.Kodocha,1
522471.Hope_Was_Here,1
7531.The_Idiot_Girls_Action_Adventure_Club,1
782047.Lord_Peter,1
69961.Ourika,1
566877.A_Traveller_s_History_of_Paris,1
577087.Selected_Poems_of_H_D_,1
604062.A_History_of_the_Vikings,1
647682.Faithfull,1
684887.Unsinkable,1
263325.Going_Home,1
472032.You_ll_Never_Eat_Lunch_in_This_Town_Again,1
77430.Master_Commander,1
46181.The_Virgin_Suicides,1
52873.The_Lone_Ranger_and_Tonto_Fistfight_in_Heaven,1
847367.Lulu_in_Hollywood,1
111148.Hotel_Bemelmans,1
78876.Maskerade,1
111220.Eleanor_of_Aquitaine,1
365.Dirk_Gently_s_Holistic_Detective_Agency,1
311123.Footsteps_in_the_Dark,1
77627.Too_Many_Cooks,1
34529.Lords_and_Ladies,1
77432.Post_Captain,1
219780.Sin_in_the_Second_City,1
351559.Murder_Must_Advertise,1
289897.The_Hobbit,1
15809704-my-venice-and-other-essays,1
1636567.The_Official_Filthy_Rich_Handbook,1
1643820.Vienna_1814,1
112525.Winter_s_Bone,1
14595.Please_Kill_Me,1
81153.Briar_Rose,1
1909749.The_Writer_s_Notebook,1
311226.An_Infamous_Army,1
10882.Hell_s_Angels,1
311133.The_Unfinished_Clue,1
54370.The_Ballad_of_Lucy_Whipple,1
682681.She,1
77425.Desolation_Island,1
2458206.Secret_Lives_of_Great_Authors,1
552665.The_Worst_Case_Scenario_Survival_Handbook,1
26480.Witness,1
201874.The_Rossetti_Letter,1
47401.Chocolat,1
18852.The_Years,1
120274.The_Lake_of_Dead_Languages,1
3165727-the-works-of-the-right-honourable-lady-mary-wortley-montagu-including-h,1
531989.Drown,1
1044355.When_You_Are_Engulfed_in_Flames,1
2865.Girl_with_a_Pearl_Earring,1
45195.A_Passage_to_India,1
5146949-vanished-smile,1
5530930-geektastic,1
5612052-the-rock-and-the-river,1
51187.Oroonoko_The_Rover_and_Other_Works,1
24475.Chuck_Klosterman_IV,1
6387626-war-dances,1
11966836-below-stairs,1
7324357-last-call,1
59268.The_Bartimaeus_Trilogy_Boxed_Set,1
8474660-she-wolves,1
1272465.Persepolis,1
10079321-the-magician-king,1
8680417-midnight-riot,1
9374077-great-short-stories-of-detection-mystery-and-horror,1
9439303-life,1
9938498-in-the-garden-of-beasts,1
25865807-whispers-underground,1
10383597-arguably,1
11238914-rin-tin-tin,1
11700333-swimming-home,1
17262203-maddaddam,1
13531832-vampires-in-the-lemon-grove,1
13536591-grace,1
